Combination,Wins,Losses,Total Games,Win Rate
"('Fiddlesticks', 'Jax', 'Jhin', 'Senna', 'Viego')",0,1,1,0.0
"('Jinx', 'Kindred', 'Thresh', 'Udyr', 'Viego')",0,1,1,0.0
"('Jhin', ""K'Sante"", 'Leona', 'Taliyah', 'Tristana')",0,3,3,0.0
"('Elise', 'Ezreal', 'Renekton', 'Seraphine', 'Viego')",0,1,1,0.0
"('Ashe', 'Pyke', ""Rek'Sai"", 'Skarner', 'Vex')",0,2,2,0.0
"(""Bel'Veth"", 'Draven', 'Hwei', 'Nautilus', 'Skarner')",0,1,1,0.0
"('Alistar', 'Corki', 'Lee Sin', ""Vel'Koz"", 'Zoe')",0,1,1,0.0
"('Heimerdinger', 'Jayce', 'Viego', 'Yasuo', 'Zilean')",0,1,1,0.0
"('Ashe', 'Hwei', 'Kindred', 'Kled', 'Syndra')",0,1,1,0.0
"('Annie', 'Cassiopeia', 'Jinx', 'Lee Sin', 'Nautilus')",0,2,2,0.0
"('Akali', 'Fiora', 'Karma', 'Udyr', 'Varus')",0,3,3,0.0
"('Braum', 'Lucian', 'Rumble', 'Tristana', 'Zac')",0,1,1,0.0
"('Corki', 'Jhin', 'Lillia', 'Rell', 'Renekton')",0,2,2,0.0
"('Karthus', 'Ornn', 'Pyke', 'Twisted Fate', 'Twitch')",0,1,1,0.0
"('Jax', ""Kai'Sa"", 'Rakan', 'Twisted Fate', 'Zyra')",0,1,1,0.0
"('Corki', 'Fiddlesticks', 'Jayce', 'Nautilus', 'Nocturne')",0,1,1,0.0
"('Camille', 'Renekton', 'Taliyah', 'Tristana', 'Vladimir')",0,1,1,0.0
"('Caitlyn', 'Fiddlesticks', 'Lux', 'Riven', 'Tristana')",0,2,2,0.0
"('Jax', 'Kindred', 'Orianna', 'Xerath', 'Ziggs')",0,1,1,0.0
"('Ashe', 'Braum', 'Rumble', 'Shyvana', 'Tristana')",0,1,1,0.0
"('Akali', 'Jayce', 'Maokai', 'Miss Fortune', 'Viego')",0,1,1,0.0
"('Lucian', 'Pyke', 'Rumble', 'Tristana', 'Viego')",0,1,1,0.0
"('Jax', 'Jhin', 'Nautilus', 'Rengar', 'Twisted Fate')",0,1,1,0.0
"('Aatrox', 'Braum', 'Nidalee', 'Smolder', 'Twisted Fate')",0,1,1,0.0
"('Nautilus', 'Orianna', 'Sett', 'Sylas', 'Tristana')",0,1,1,0.0
"('Anivia', 'Corki', 'Nautilus', 'Nidalee', 'Orianna')",0,1,1,0.0
"('Corki', 'Karthus', 'Orianna', 'Pyke', 'Tryndamere')",0,2,2,0.0
"(""Kai'Sa"", 'Nami', 'Sejuani', 'Viego', 'Viktor')",0,1,1,0.0
"('Corki', 'Nidalee', 'Orianna', 'Pyke', 'Renekton')",0,1,1,0.0
"('Cassiopeia', 'Kayn', 'Skarner', 'Soraka', 'Twisted Fate')",0,4,4,0.0
"('Gwen', 'Nilah', 'Orianna', 'Rakan', 'Renekton')",0,3,3,0.0
"('Dr. Mundo', 'Galio', 'Graves', 'Jinx', 'Thresh')",0,1,1,0.0
"('Aphelios', 'Dr. Mundo', 'Katarina', 'Rakan', ""Rek'Sai"")",0,2,2,0.0
"('Camille', 'Galio', 'Lillia', 'Rell', 'Zeri')",0,1,1,0.0
"('Draven', 'Irelia', 'Lee Sin', 'Orianna', 'Rell')",0,2,2,0.0
"('Dr. Mundo', 'Karma', 'Poppy', 'Rell', 'Samira')",0,1,1,0.0
"('Nautilus', 'Rengar', 'Taliyah', 'Viego', 'Zeri')",0,2,2,0.0
"('Dr. Mundo', 'Neeko', 'Nidalee', 'Tristana', 'Varus')",0,2,2,0.0
"('Aurelion Sol', 'Skarner', 'Vayne', 'Xayah', 'Zoe')",0,1,1,0.0
"('Draven', 'Gwen', 'Jax', 'Rell', 'Tristana')",0,2,2,0.0
"('Dr. Mundo', 'Jinx', 'Nautilus', 'Viego', 'Xin Zhao')",0,1,1,0.0
"('Diana', 'Dr. Mundo', 'Rell', 'Samira', 'Yasuo')",0,1,1,0.0
"('Nautilus', 'Orianna', 'Skarner', 'Taliyah', 'Zeri')",0,4,4,0.0
"('Camille', 'Diana', 'Irelia', 'Lucian', 'Riven')",0,1,1,0.0
"('Gnar', 'Gragas', 'Hecarim', 'Rakan', 'Ziggs')",0,1,1,0.0
"('Jhin', 'Lee Sin', 'Olaf', 'Seraphine', 'Tristana')",0,1,1,0.0
"('Aurelion Sol', 'Hwei', 'Jhin', 'Rengar', 'Volibear')",0,1,1,0.0
"('Blitzcrank', 'Camille', ""Kai'Sa"", 'Orianna', 'Xin Zhao')",0,2,2,0.0
"('Ashe', 'LeBlanc', 'Lee Sin', 'Varus', 'Yone')",0,2,2,0.0
"('Cassiopeia', 'Nidalee', 'Rell', 'Renekton', 'Tristana')",0,1,1,0.0
"('Annie', 'Corki', ""K'Sante"", 'Kindred', 'Rakan')",0,1,1,0.0
"('Akshan', 'Hwei', 'Kalista', 'Mordekaiser', 'Vi')",0,2,2,0.0
"('Amumu', 'Corki', 'Leona', 'Talon', 'Udyr')",0,1,1,0.0
"('Jayce', 'Nidalee', 'Rakan', 'Varus', 'Volibear')",0,1,1,0.0
"('Illaoi', ""Kai'Sa"", 'Nautilus', 'Orianna', 'Vi')",0,3,3,0.0
"('Lillia', 'Rumble', 'Skarner', 'Tristana', 'Varus')",0,2,2,0.0
"('Ashe', 'Diana', 'Jayce', 'Rumble', ""Vel'Koz"")",0,3,3,0.0
"('Camille', 'Corki', 'Galio', 'Rakan', 'Rengar')",0,1,1,0.0
"('Camille', 'Corki', 'Karthus', 'Pyke', 'Varus')",0,3,3,0.0
"('Galio', 'Illaoi', ""Kha'Zix"", 'Leona', 'Samira')",0,1,1,0.0
"('Jinx', 'Lee Sin', 'Nautilus', 'Riven', 'Tristana')",0,1,1,0.0
"('Corki', 'Kindred', 'LeBlanc', 'Rakan', 'Skarner')",0,2,2,0.0
"('Braum', 'Fiora', 'Miss Fortune', 'Nunu & Willump', 'Twisted Fate')",0,1,1,0.0
"('Blitzcrank', 'Corki', 'Hecarim', 'Hwei', 'Malphite')",0,2,2,0.0
"('Hwei', 'Jax', 'Maokai', 'Samira', 'Sejuani')",0,4,4,0.0
"('Dr. Mundo', ""Kai'Sa"", 'Sejuani', 'Thresh', 'Tristana')",0,1,1,0.0
"('Jinx', ""Kha'Zix"", 'Orianna', 'Rengar', 'Thresh')",0,1,1,0.0
"('Akali', ""Kog'Maw"", 'Rakan', 'Talon', 'Urgot')",0,3,3,0.0
"('Renekton', 'Tristana', 'Twitch', 'Viego', 'Zyra')",0,1,1,0.0
"('Annie', 'Jinx', 'Nautilus', 'Skarner', 'Viego')",0,1,1,0.0
"('Braum', 'Jax', ""Kai'Sa"", 'Master Yi', 'Twisted Fate')",0,2,2,0.0
"('Ashe', 'Leona', 'Sett', 'Shen', 'Taliyah')",0,1,1,0.0
"('Aphelios', 'Lillia', 'Nautilus', 'Tristana', 'Tryndamere')",0,1,1,0.0
"('Camille', 'Lissandra', 'Skarner', 'Smolder', 'Taliyah')",0,1,1,0.0
"('Braum', 'Caitlyn', 'Twisted Fate', 'Viego', 'Zac')",0,3,3,0.0
"('Ahri', 'Cassiopeia', 'Rakan', 'Skarner', 'Vi')",0,2,2,0.0
"('Alistar', 'Annie', 'Lee Sin', 'Twisted Fate', 'Varus')",0,4,4,0.0
"('Ashe', 'Dr. Mundo', 'Hwei', 'Neeko', 'Viego')",0,1,1,0.0
"('Aurelion Sol', 'Dr. Mundo', 'Skarner', 'Yasuo', 'Zeri')",0,2,2,0.0
"('Ahri', 'Dr. Mundo', 'Draven', ""Vel'Koz"", 'Wukong')",0,1,1,0.0
"('Dr. Mundo', ""Kai'Sa"", 'Nidalee', 'Orianna', 'Rakan')",0,1,1,0.0
"('Akali', ""Kai'Sa"", ""Kha'Zix"", 'Rell', 'Sett')",0,1,1,0.0
"('Lucian', 'Orianna', 'Pyke', 'Vayne', 'Volibear')",0,1,1,0.0
"('Dr. Mundo', 'Ekko', 'Karthus', 'Rakan', 'Zeri')",0,1,1,0.0
"('Graves', 'Hwei', 'Jayce', 'Lucian', 'Nami')",0,1,1,0.0
"('Caitlyn', 'Dr. Mundo', 'Lee Sin', 'Thresh', 'Zoe')",0,1,1,0.0
"('Aphelios', 'Blitzcrank', 'Kindred', 'Olaf', 'Orianna')",0,1,1,0.0
"('Alistar', 'Dr. Mundo', 'Jinx', 'Karthus', 'Viego')",0,1,1,0.0
"('Irelia', 'Ivern', 'Jayce', 'Nautilus', 'Varus')",0,1,1,0.0
"('Alistar', ""Kog'Maw"", 'LeBlanc', 'Skarner', 'Taliyah')",0,1,1,0.0
"(""Bel'Veth"", 'Camille', 'Jax', 'Kalista', 'Karma')",0,2,2,0.0
"('Aatrox', 'Galio', 'Jinx', 'Lee Sin', 'Rakan')",0,1,1,0.0
"('Jinx', 'Lee Sin', 'Malphite', 'Nautilus', 'Zoe')",0,1,1,0.0
"(""Bel'Veth"", 'Camille', 'Jhin', 'Taliyah', 'Vayne')",0,1,1,0.0
"('Hecarim', 'Kalista', 'Leona', 'Urgot', 'Viktor')",0,2,2,0.0
"(""Kai'Sa"", 'Karthus', 'Nautilus', 'Tristana', 'Tryndamere')",0,1,1,0.0
"('Corki', 'Gnar', ""Kai'Sa"", 'Kindred', 'Nautilus')",0,1,1,0.0
"('Hwei', 'Lee Sin', 'Rakan', 'Urgot', 'Xayah')",0,2,2,0.0
"('Aphelios', 'Graves', 'Nautilus', 'Orianna', 'Twisted Fate')",0,1,1,0.0
"('Blitzcrank', 'Jax', 'Lillia', 'Varus', 'Yone')",0,2,2,0.0
"('Akali', 'Akshan', 'Jinx', 'Rell', 'Viego')",0,1,1,0.0
"('Camille', 'Gwen', 'Hwei', 'Lee Sin', 'Twitch')",0,1,1,0.0
"('Akshan', ""Kai'Sa"", 'Nautilus', 'Skarner', 'Viego')",0,2,2,0.0
"('Aatrox', 'Ashe', 'Katarina', 'Senna', 'Vi')",0,1,1,0.0
"('Aatrox', 'Akshan', 'Ashe', 'Thresh', 'Zac')",0,1,1,0.0
"('Gnar', 'Hecarim', ""Kai'Sa"", 'LeBlanc', 'Lulu')",0,2,2,0.0
"('Ashe', 'LeBlanc', 'Lee Sin', 'Lulu', 'Nasus')",0,1,1,0.0
"('Ashe', 'Jax', 'Nunu & Willump', 'Rumble', 'Tristana')",0,1,1,0.0
"('Alistar', 'Corki', 'Jinx', ""K'Sante"", 'Nidalee')",0,1,1,0.0
"('Aphelios', 'Thresh', 'Vayne', 'Yasuo', 'Zac')",0,1,1,0.0
"('Hwei', 'Jinx', 'Lee Sin', 'Rell', 'Renekton')",0,1,1,0.0
"('Dr. Mundo', 'Draven', 'Nautilus', 'Taliyah', 'Tristana')",0,1,1,0.0
"('Jayce', 'Jhin', 'Lillia', 'Poppy', 'Rell')",0,1,1,0.0
"('Aphelios', 'Hwei', 'Rell', 'Udyr', 'Vladimir')",0,5,5,0.0
"('Jayce', 'Leona', 'Nidalee', 'Twisted Fate', 'Zeri')",0,3,3,0.0
"('Darius', ""Kai'Sa"", 'Nautilus', 'Nidalee', 'Tristana')",0,2,2,0.0
"('Blitzcrank', 'Dr. Mundo', 'Gragas', 'Jhin', 'Yone')",0,1,1,0.0
"('Draven', 'Kled', 'Nidalee', 'Rell', 'Tristana')",0,5,5,0.0
"('Caitlyn', 'Dr. Mundo', 'Milio', 'Taliyah', 'Yone')",0,1,1,0.0
"('Blitzcrank', 'Dr. Mundo', 'Gwen', 'Viego', 'Zeri')",0,1,1,0.0
"('Aphelios', 'Dr. Mundo', 'Nautilus', 'Twisted Fate', 'Viego')",0,2,2,0.0
"('Ashe', 'Dr. Mundo', 'Lillia', 'Rumble', 'Yone')",0,2,2,0.0
"('LeBlanc', 'Lucian', 'Nami', 'Shaco', 'Skarner')",0,4,4,0.0
"('Camille', 'Fiddlesticks', 'Jhin', 'Rakan', 'Smolder')",0,1,1,0.0
"('Blitzcrank', 'Darius', 'Lissandra', 'Varus', 'Viego')",0,4,4,0.0
"('Dr. Mundo', 'Jinx', 'Milio', 'Qiyana', 'Taliyah')",0,1,1,0.0
"('Dr. Mundo', 'Draven', 'Pyke', 'Taliyah', 'Tristana')",0,1,1,0.0
"('Aurelion Sol', 'Dr. Mundo', 'Jhin', 'Maokai', 'Skarner')",0,1,1,0.0
"('Mordekaiser', 'Orianna', 'Rell', 'Tristana', 'Viego')",0,1,1,0.0
"('Dr. Mundo', 'Lillia', 'Qiyana', 'Rell', 'Xayah')",0,1,1,0.0
"('Dr. Mundo', 'Kayn', 'Maokai', 'Xayah', 'Xerath')",0,1,1,0.0
"(""Bel'Veth"", 'Corki', 'Jax', 'Nautilus', 'Twisted Fate')",0,1,1,0.0
"('Dr. Mundo', 'Nidalee', 'Ornn', 'Senna', 'Talon')",0,1,1,0.0
"('Corki', 'Dr. Mundo', 'Jayce', 'Lillia', 'Rakan')",0,1,1,0.0
"('Hwei', 'Jhin', 'Nautilus', 'Rumble', 'Viego')",0,1,1,0.0
"('Dr. Mundo', 'Jinx', 'Taliyah', 'Thresh', 'Yasuo')",0,1,1,0.0
"('Corki', 'Dr. Mundo', 'Kindred', 'Lissandra', 'Milio')",0,1,1,0.0
"('Akali', 'Caitlyn', 'Dr. Mundo', 'Gwen', 'Leona')",0,1,1,0.0
"('Dr. Mundo', 'Nautilus', 'Taliyah', 'Tristana', 'Zeri')",0,1,1,0.0
"('Alistar', 'Dr. Mundo', 'Hwei', 'Jhin', ""Kha'Zix"")",0,1,1,0.0
"('Ashe', 'LeBlanc', 'Rakan', ""Rek'Sai"", 'Udyr')",0,1,1,0.0
"('Graves', 'Kennen', 'Qiyana', 'Taric', 'Zeri')",0,2,2,0.0
"('Camille', 'Corki', 'Jayce', 'Lillia', 'Sylas')",0,1,1,0.0
"('Akali', ""Kha'Zix"", 'Nautilus', 'Tristana', 'Varus')",0,1,1,0.0
"('Graves', 'Hwei', 'Kalista', 'Nautilus', 'Tryndamere')",0,1,1,0.0
"('Aurelion Sol', 'Graves', 'Jax', 'Nautilus', 'Varus')",0,1,1,0.0
"(""Kai'Sa"", 'Lee Sin', 'Malphite', 'Rakan', 'Zoe')",0,2,2,0.0
"('Gragas', 'Seraphine', 'Varus', 'Viego', 'Yasuo')",0,1,1,0.0
"('Ashe', 'Fiora', 'Sejuani', 'Seraphine', 'Talon')",0,1,1,0.0
"('Ashe', 'Lee Sin', 'Seraphine', 'Skarner', 'Swain')",0,1,1,0.0
"('Ashe', 'Kindred', 'Nautilus', 'Twisted Fate', 'Zoe')",0,3,3,0.0
"('Cassiopeia', 'Jinx', 'Rakan', 'Syndra', 'Viego')",0,1,1,0.0
"('Corki', 'Kled', 'Viego', 'Zoe', 'Zyra')",0,1,1,0.0
"('Jinx', 'Mordekaiser', 'Nautilus', 'Nidalee', 'Pantheon')",0,2,2,0.0
"('Jax', ""Kai'Sa"", 'Master Yi', 'Rell', 'Taliyah')",0,1,1,0.0
"('Kindred', 'Nautilus', 'Syndra', 'Twisted Fate', 'Zeri')",0,1,1,0.0
"('Braum', 'Corki', 'Jinx', 'Mordekaiser', 'Shyvana')",0,1,1,0.0
"('Camille', 'Hecarim', 'Rakan', 'Sivir', 'Zoe')",0,1,1,0.0
"('Ahri', 'Caitlyn', 'Lux', 'Maokai', 'Renekton')",0,2,2,0.0
"('Nautilus', 'Renekton', 'Varus', 'Viego', 'Zoe')",0,4,4,0.0
"('Aatrox', 'Rengar', 'Smolder', 'Soraka', 'Zoe')",0,1,1,0.0
"('Ashe', 'Graves', 'Jax', 'Pyke', 'Zoe')",0,3,3,0.0
"('Kayn', 'Orianna', 'Senna', 'Seraphine', 'Udyr')",0,2,2,0.0
"('Akali', 'Camille', 'Kalista', 'Lee Sin', 'Skarner')",0,1,1,0.0
"('Jayce', 'Jinx', 'Lee Sin', 'Lulu', 'Taliyah')",0,1,1,0.0
"('Jhin', 'Nautilus', 'Skarner', 'Viego', 'Zoe')",0,3,3,0.0
"('Galio', 'Jhin', 'Lee Sin', 'Renekton', 'Zoe')",0,5,5,0.0
"('Cassiopeia', 'Lee Sin', 'Syndra', 'Yuumi', 'Zeri')",0,1,1,0.0
"('Fiora', 'Nautilus', ""Rek'Sai"", 'Zeri', 'Zoe')",0,3,3,0.0
"('Camille', ""Kai'Sa"", 'Lee Sin', 'Skarner', 'Sylas')",0,1,1,0.0
"('Draven', 'Jayce', 'Lillia', 'Senna', 'Zoe')",0,4,4,0.0
"('Braum', 'Nidalee', 'Skarner', 'Zed', 'Zeri')",0,2,2,0.0
"('Kindred', 'Lulu', 'Renekton', 'Zeri', 'Zoe')",0,2,2,0.0
"('Graves', 'Seraphine', 'Taliyah', 'Teemo', 'Varus')",0,1,1,0.0
"('Annie', 'Pyke', 'Tryndamere', 'Varus', 'Vi')",0,2,2,0.0
"('Irelia', 'Karthus', 'Lulu', 'Riven', 'Zeri')",0,1,1,0.0
"('Renekton', 'Seraphine', 'Sivir', 'Taliyah', 'Viego')",0,3,3,0.0
"('Aurelion Sol', 'Gnar', 'Leona', 'Vayne', 'Viego')",0,4,4,0.0
"('Cassiopeia', 'Elise', 'Lucian', 'Nami', 'Yone')",0,1,1,0.0
"('Aphelios', 'Nautilus', 'Nidalee', 'Pantheon', 'Tristana')",0,1,1,0.0
"('Diana', ""Kai'Sa"", 'Nautilus', 'Skarner', 'Viego')",0,2,2,0.0
"('Ashe', 'Corki', 'Hwei', 'Skarner', 'Taliyah')",0,1,1,0.0
"('Blitzcrank', 'Diana', 'Jax', 'Jhin', 'Pantheon')",0,3,3,0.0
"('Aatrox', 'Ashe', ""Kha'Zix"", 'Senna', 'Syndra')",0,1,1,0.0
"('Alistar', ""Bel'Veth"", 'Ekko', 'Jayce', 'Varus')",0,4,4,0.0
"('Azir', ""Kha'Zix"", 'Nasus', 'Rakan', 'Zeri')",0,1,1,0.0
"('Akali', ""Bel'Veth"", 'Lucian', 'Shaco', 'Volibear')",0,1,1,0.0
"('Akali', 'Kindred', 'Lucian', 'Nami', 'Orianna')",0,1,1,0.0
"('Azir', ""Kai'Sa"", 'Kindred', 'Rell', 'Renekton')",0,2,2,0.0
"('Hecarim', 'Jax', 'Orianna', 'Senna', 'Seraphine')",0,2,2,0.0
"(""Kai'Sa"", 'Lissandra', 'Nautilus', 'Riven', 'Viego')",0,2,2,0.0
"('Camille', ""Kai'Sa"", ""Kha'Zix"", 'Taric', 'Zoe')",0,2,2,0.0
"('Draven', 'Hwei', 'Kindred', 'Nautilus', 'Twisted Fate')",0,4,4,0.0
"('Aphelios', 'Fiora', 'LeBlanc', 'Sejuani', 'Zac')",0,2,2,0.0
"('Braum', 'Rengar', 'Twisted Fate', 'Viktor', 'Zeri')",0,1,1,0.0
"('Camille', 'Gragas', 'Vex', 'Viego', 'Zeri')",0,1,1,0.0
"('Gragas', 'Jhin', 'Nidalee', 'Pantheon', 'Yone')",0,1,1,0.0
"('Akali', ""Kai'Sa"", 'Nautilus', 'Sylas', 'Viego')",0,1,1,0.0
"('Ashe', 'Lulu', 'Milio', 'Orianna', 'Vi')",0,1,1,0.0
"('Heimerdinger', ""Kai'Sa"", 'Nautilus', 'Vi', 'Yone')",0,1,1,0.0
"('Hwei', 'Renata Glasc', 'Tryndamere', 'Varus', 'Vi')",0,1,1,0.0
"('Blitzcrank', 'Karthus', 'Renekton', 'Tristana', 'Twitch')",0,3,3,0.0
"('Bard', 'Jax', 'Lee Sin', 'Smolder', 'Syndra')",0,2,2,0.0
"('Garen', 'Hwei', 'Jhin', 'Nautilus', 'Viego')",0,1,1,0.0
"('Graves', 'Jinx', 'Katarina', 'Skarner', 'Thresh')",0,1,1,0.0
"('Ashe', ""Bel'Veth"", 'Braum', 'Gnar', 'Orianna')",0,3,3,0.0
"('Evelynn', 'Jax', 'LeBlanc', 'Senna', 'Varus')",0,1,1,0.0
"('Gwen', 'Jayce', 'Nautilus', 'Varus', 'Yasuo')",0,1,1,0.0
"('Alistar', 'Cassiopeia', 'Hecarim', 'Renekton', 'Zoe')",0,1,1,0.0
"('Corki', 'Gragas', 'Nautilus', 'Taliyah', 'Vi')",0,1,1,0.0
"('Jhin', ""K'Sante"", 'Taliyah', 'Zed', 'Zyra')",0,1,1,0.0
"('Brand', ""Kai'Sa"", 'Nautilus', 'Olaf', 'Tristana')",0,1,1,0.0
"('Darius', 'Hwei', ""Kai'Sa"", 'Milio', 'Sejuani')",0,1,1,0.0
"('Camille', 'Neeko', 'Riven', 'Viego', 'Zeri')",0,1,1,0.0
"('Annie', 'Braum', 'Draven', 'Graves', 'Viego')",0,1,1,0.0
"('Alistar', 'Graves', 'Heimerdinger', 'Hwei', ""Kai'Sa"")",0,1,1,0.0
"('Galio', 'Kindred', 'Pyke', 'Skarner', 'Twitch')",0,1,1,0.0
"('Azir', 'Corki', 'Kindred', 'Rakan', 'Skarner')",0,1,1,0.0
"('Akali', 'Corki', 'Kindred', 'Mordekaiser', 'Nautilus')",0,1,1,0.0
"(""Kai'Sa"", 'Nidalee', 'Rakan', 'Renekton', 'Sion')",0,2,2,0.0
"('Aphelios', 'Blitzcrank', 'Gragas', 'Graves', 'Hwei')",0,1,1,0.0
"('Aurelion Sol', 'Graves', 'Jax', 'Rell', 'Zeri')",0,2,2,0.0
"('Hecarim', 'Jayce', 'Katarina', 'Nautilus', 'Zeri')",0,1,1,0.0
"('Darius', 'Fiora', 'Karthus', 'Leona', 'Varus')",0,2,2,0.0
"('Gragas', 'Hwei', 'Kindred', 'Lucian', 'Rell')",0,1,1,0.0
"('Camille', 'Jayce', 'Lillia', 'Pyke', 'Zeri')",0,1,1,0.0
"('Ahri', 'Nautilus', 'Ornn', 'Viego', 'Zeri')",0,1,1,0.0
"('Hecarim', 'Mordekaiser', 'Neeko', 'Rakan', 'Twitch')",0,1,1,0.0
"('Pantheon', 'Rell', 'Samira', 'Sejuani', 'Syndra')",0,1,1,0.0
"('Camille', 'Darius', 'Hwei', 'Lillia', 'Lucian')",0,1,1,0.0
"('Aatrox', 'Nunu & Willump', 'Pantheon', 'Renata Glasc', 'Varus')",0,1,1,0.0
"('Alistar', 'Camille', 'Nocturne', 'Varus', 'Zoe')",0,1,1,0.0
"('Aatrox', 'Alistar', 'Hwei', 'Lucian', 'Nidalee')",0,1,1,0.0
"('Graves', 'Neeko', 'Varus', 'Warwick', 'Zoe')",0,1,1,0.0
"(""Kai'Sa"", 'Pyke', 'Sejuani', 'Skarner', 'Tristana')",0,1,1,0.0
"('Akali', 'Hwei', 'Nautilus', 'Taliyah', 'Varus')",0,1,1,0.0
"('Akshan', 'Brand', 'Jax', 'Rakan', 'Zeri')",0,1,1,0.0
"('Heimerdinger', 'Jax', 'Kindred', 'LeBlanc', 'Zeri')",0,1,1,0.0
"('Caitlyn', 'Jayce', 'Rakan', 'Taliyah', 'Yone')",0,1,1,0.0
"('Jinx', 'Pantheon', 'Rakan', 'Viego', 'Xerath')",0,1,1,0.0
"('Gwen', 'Rell', 'Sion', 'Twitch', 'Vex')",0,2,2,0.0
"('Gnar', 'Lee Sin', 'Thresh', ""Vel'Koz"", 'Zoe')",0,3,3,0.0
"('Camille', 'Jinx', 'Lillia', 'Vayne', 'Zed')",0,1,1,0.0
"('Aatrox', 'Aurelion Sol', ""Kai'Sa"", 'Nocturne', 'Vladimir')",0,1,1,0.0
"('Caitlyn', 'Camille', 'Ezreal', 'Karthus', 'Sylas')",0,1,1,0.0
"('Jayce', 'Neeko', 'Viego', 'Xayah', 'Zoe')",0,3,3,0.0
"('Ashe', 'Braum', ""K'Sante"", 'Kindred', 'Zoe')",0,3,3,0.0
"('Corki', 'Garen', 'Jax', 'Lulu', 'Zac')",0,1,1,0.0
"('Jinx', 'Kindred', 'Soraka', 'Warwick', 'Zoe')",0,4,4,0.0
"('Alistar', 'Fizz', 'Gnar', 'Nidalee', 'Samira')",0,1,1,0.0
"('Ashe', 'Lillia', 'Rakan', 'Singed', 'Varus')",0,1,1,0.0
"('Jax', ""Kog'Maw"", 'Malphite', 'Shaco', 'Zeri')",0,1,1,0.0
"('Camille', 'Nunu & Willump', 'Renekton', 'Varus', 'Yone')",0,1,1,0.0
"('Draven', 'Gwen', 'Pyke', 'Twisted Fate', 'Xin Zhao')",0,1,1,0.0
"(""K'Sante"", ""Kai'Sa"", 'Nautilus', 'Viego', 'Zoe')",0,4,4,0.0
"('Leona', 'Taliyah', 'Varus', 'Viego', 'Zeri')",0,1,1,0.0
"('Fiddlesticks', 'Jhin', 'Kled', 'Leona', 'Yone')",0,3,3,0.0
"('Corki', 'Graves', 'LeBlanc', 'Taliyah', 'Twisted Fate')",0,1,1,0.0
"('Kennen', 'LeBlanc', 'Lee Sin', 'Rell', 'Zeri')",0,1,1,0.0
"('Kalista', 'Senna', 'Taliyah', 'Varus', 'Yasuo')",0,1,1,0.0
"('Alistar', 'Lee Sin', 'Shen', 'Tristana', 'Zoe')",0,3,3,0.0
"('Alistar', ""Kai'Sa"", 'Shaco', 'Skarner', 'Zoe')",0,3,3,0.0
"('Kennen', 'Kindred', 'Rakan', 'Twitch', 'Yone')",0,1,1,0.0
"('Gragas', 'Hecarim', 'Lucian', 'Nami', 'Talon')",0,1,1,0.0
"('Corki', 'Janna', 'Jinx', 'Taliyah', 'Vladimir')",0,1,1,0.0
"('Ahri', 'Lulu', 'Rumble', 'Viego', 'Zeri')",0,1,1,0.0
"(""Kai'Sa"", 'Lillia', 'Rakan', 'Rumble', 'Tristana')",0,1,1,0.0
"('Ezreal', 'Jax', 'Kennen', 'LeBlanc', 'Rakan')",0,2,2,0.0
"('Aurelion Sol', 'Elise', 'Jax', 'Kalista', 'Poppy')",0,1,1,0.0
"('Nidalee', 'Rakan', 'Rumble', 'Samira', 'Tristana')",0,1,1,0.0
"('Ashe', 'Milio', 'Tryndamere', 'Vex', 'Xin Zhao')",0,3,3,0.0
"('Corki', 'Draven', 'Fiora', 'Gragas', 'Nautilus')",0,1,1,0.0
"('Ahri', 'Ashe', 'Graves', 'Karma', 'Skarner')",0,1,1,0.0
"(""Kai'Sa"", 'Lillia', 'Poppy', 'Pyke', 'Tristana')",0,3,3,0.0
"('Akshan', 'Ashe', 'Leona', 'Taliyah', 'Urgot')",0,1,1,0.0
"('Aphelios', 'Graves', 'Singed', 'Sylas', 'Thresh')",0,1,1,0.0
"('Ahri', 'Galio', ""Kog'Maw"", 'Lulu', 'Viego')",0,1,1,0.0
"('Aurelion Sol', 'Kalista', 'Master Yi', 'Rell', 'Vayne')",0,1,1,0.0
"('Corki', ""K'Sante"", 'Lee Sin', 'Nautilus', 'Taliyah')",0,1,1,0.0
"('Amumu', 'Ezreal', 'Hwei', 'Jayce', 'Zac')",0,1,1,0.0
"('Aphelios', 'Diana', 'Qiyana', 'Skarner', 'Thresh')",0,1,1,0.0
"('Jinx', 'Rumble', 'Thresh', 'Vex', 'Wukong')",0,1,1,0.0
"('Corki', 'Nautilus', 'Renekton', 'Taliyah', 'Viego')",0,1,1,0.0
"('Hwei', 'Jinx', ""Kha'Zix"", 'Rell', 'Zyra')",0,1,1,0.0
"('Ashe', 'Braum', 'Lee Sin', 'Lux', 'Nasus')",0,1,1,0.0
"('Akali', 'Corki', 'Hwei', 'Kayn', 'Seraphine')",0,3,3,0.0
"('Alistar', 'Aphelios', 'Jayce', 'Nidalee', 'Riven')",0,1,1,0.0
"('Jhin', 'Karthus', 'Seraphine', 'Tristana', 'Twisted Fate')",0,1,1,0.0
"('Jinx', 'Thresh', 'Tristana', 'Udyr', 'Zac')",0,2,2,0.0
"('Hwei', 'Jhin', ""K'Sante"", 'Rammus', 'Zyra')",0,1,1,0.0
"('Jax', ""Kai'Sa"", 'Rakan', 'Vi', 'Zoe')",0,3,3,0.0
